"No.","Time","Source","PHY","Protocol","Length","Delta time (\302\265s end to start)","SN","NESN","More Data","Event counter","Info","bt_data","comment"
"29338","745.902","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8501","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29345","746.091","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8505","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29348","746.139","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8506","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29357","746.376","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8511","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29360","746.424","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8512","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29367","746.614","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8516","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29370","746.661","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8517","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29379","746.899","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8522","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29382","746.946","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8523","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29389","747.136","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","8527","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29392","747.184","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","8528","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29394","747.231","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","8529","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29399","747.374","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8532","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29402","747.421","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8533","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29413","747.706","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","0","0","False","8539","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29416","747.754","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8540","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29422","747.944","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8544","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29424","747.992","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8545","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29426","748.039","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8546","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29431","748.181","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8549","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29434","748.229","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8550","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29445","748.467","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","0","0","False","8555","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29448","748.514","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8556","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29455","748.704","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8560","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29458","748.752","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8561","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29460","748.799","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8562","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29467","748.989","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8566","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29469","749.036","Master_0xaf9aab24","LE 1M","ATT","12","47097\302\265s","0","0","False","8567","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29472","749.084","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8568","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29477","749.226","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8571","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29480","749.274","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","1","0","False","8572","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29487","749.464","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","8576","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29490","749.512","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8577","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29498","749.749","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8582","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29501","749.797","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8583","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29508","749.986","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8587","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29511","750.034","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8588","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29520","750.271","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8593","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29523","750.319","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8594","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29530","750.509","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","0","0","False","8598","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29533","750.557","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8599","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29542","750.841","Master_0xaf9aab24","LE 1M","ATT","12","47129\302\265s","1","1","False","8605","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29546","750.937","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8607","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29549","751.031","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8609","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29552","751.079","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8610","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29554","751.127","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8611","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29561","751.317","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8615","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29564","751.364","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8616","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29571","751.554","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8620","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29574","751.602","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8621","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29583","751.792","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","8625","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29585","751.839","Master_0xaf9aab24","LE 1M","ATT","12","46637\302\265s","1","1","False","8626","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29588","751.840","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8626","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29597","752.077","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","8631","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29600","752.124","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","8632","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29607","752.314","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8636","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29610","752.362","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8637","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29619","752.552","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","8641","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29622","752.599","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8642","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29629","752.837","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8647","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29632","752.884","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8648","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29639","753.074","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8652","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29642","753.122","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","1","0","False","8653","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29651","753.359","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8658","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29654","753.407","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8659","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29662","753.597","Master_0xaf9aab24","LE 1M","ATT","12","151\302\265s","1","1","False","8663","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29665","753.644","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8664","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29667","753.692","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8665","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29672","753.834","Master_0xaf9aab24","LE 1M","ATT","12","47192\302\265s","1","1","False","8668","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29675","753.882","Slave_0xaf9aab24","LE 1M","ATT","5","151\302\265s","0","1","False","8669","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29684","754.119","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8674","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29687","754.167","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8675","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29694","754.357","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8679","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29697","754.404","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8680","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29704","754.594","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8684","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29707","754.642","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8685","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29716","754.879","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8690","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29717","754.927","Master_0xaf9aab24","LE 1M","ATT","12","47327\302\265s","1","1","False","8691","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29720","754.974","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8692","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29725","755.117","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8695","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29728","755.164","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8696","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29737","755.402","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8701","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29740","755.449","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8702","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29746","755.639","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8706","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29749","755.687","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8707","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29758","755.924","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","8712","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29761","755.972","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","8713","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29768","756.162","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","0","0","False","8717","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29771","756.210","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8718","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29780","756.447","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8723","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29783","756.495","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8724","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29790","756.684","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8728","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29793","756.732","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8729","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29799","756.922","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8733","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29802","756.970","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8734","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29811","757.207","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8739","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29814","757.255","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","8740","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29821","757.444","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8744","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29824","757.492","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8745","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29833","757.729","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8750","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29836","757.777","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8751","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29843","757.967","Master_0xaf9aab24","LE 1M","ATT","12","47194\302\265s","1","1","False","8755","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29846","758.015","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","8756","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29848","758.062","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","8757","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29853","758.204","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8760","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29856","758.252","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","0","1","False","8761","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29867","758.490","Master_0xaf9aab24","LE 1M","ATT","12","150\302\265s","1","1","False","8766","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29870","758.537","Slave_0xaf9aab24","LE 1M","ATT","5","149\302\265s","0","1","False","8767","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29877","758.727","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8771","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29881","758.822","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8773","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29886","758.964","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8776","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29889","759.012","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8777","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29898","759.249","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","0","0","False","8782","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
"29901","759.297","Slave_0xaf9aab24","LE 1M","ATT","5","150\302\265s","1","0","False","8783","Rcvd Write Response, Handle: 0x000a (Unknown: Unknown)","",""
"29908","759.487","Master_0xaf9aab24","LE 1M","ATT","12","47193\302\265s","1","1","False","8787","Sent Write Request, Handle: 0x000a (Unknown: Unknown)","ffff020c0e",""
